白名单,#genre#
新疆-UrumtsiTourist&MusicRadio,http://ls.qingting.fm/live/1920.m3u8
SuperJTv,https://59d39900ebfb8.streamlock.net/SuperJtv/SuperJtv/playlist.m3u8
净空法师,https://live.iill.top/youtube/@amtbhz
ABCTallahassee[Not24/7],https://content.uplynk.com/channel/c66d1d2d9e2c46cea1cf22a33f6ca488.m3u8
澳门有线CH1,http://202.175.127.77/live/show/ch1/index.m3u8
大爱贰,https://pixman.mytvsuper.com.mp/Smart.php?id=daai2_twn
ТелевизијаЗдравкин,http://zdravkin.hugo.mk:1935/live/zdravkin/playlist.m3u8
西游记I第十九集,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d5b024&tk=6949f8ce7202
hallmarkdrama,https://stream1.freetv.fun/hallmark-drama-1.ctv
BSAsahi,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs03&isp=7&bind=0&uin=159413&playseek=0
MyEncinitasTV(EncinitasCA)(360p),https://cdn3.wowza.com/5/RXJNMFI3VlVkOEFP/encinitas/G0322_002/playlist.m3u8
thekpop,https://live.iill.top/youtube/JVocS7Yftw8
野花香dj,https://vd3.bdstatic.com/mda-mm68k5z0h1qjm8n0/sc/cae_h264/1638980550463660240/mda-mm68k5z0h1qjm8n0.mp4
ウェザーニュース,https://live.iill.top/youtube/@weathernews
让世界充满爱,https://vd4.bdstatic.com/mda-pcgn9bzvhu0mkdmx/sc/cae_h264/1679285022155114372/mda-pcgn9bzvhu0mkdmx.mp4
凤凰资讯频高,http://php.jdshipin.com/PLTV/iptv.php?id=fhzx
CCTV中学生,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=58ed2e&tk=822270345d4c
NickJr.儿童频道,https://tv.iill.top/4gtv/219
你在家乡还好吗,https://vd2.bdstatic.com/mda-kmdd3npen631zids/v1-cae/hd/mda-kmdd3npen631zids.mp4
西游记I第二十二集,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=f6218a&tk=6949f8ce7202
相亲之我想谈恋爱-张小斐,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8daaf0&tk=6949f8ce7202
山东-烟台交通广播,http://live.xmcdn.com/live/2715/64.m3u8
西游记I第九集,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7293a7&tk=6949f8ce7202
恋爱倒叙2-高晓攀,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0570c2&tk=6949f8ce7202
BigBRadio-日语流行,http://jpop.bigbradio.net/s
A上官明,https://www.goodiptv.club/douyu/11602326
SHIFT,https://live.iill.top/youtube/shiftswim
CMTEqualPlay,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f68f53eb1e5800007390bf8/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c280712-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=bd328c28-b23b-4f85-9b18-9d73786f7109
国外体育6,http://dmitwlvvll.cdn.mangomolo.com/dubaisportshd/smil:dubaisportshd.smil/chunklist_b1600000.m3u8
CBS32LouisvilleKY(WLKY),https://apollo.production-public.tubi.io/live/ac-wlky.m3u8
广西FM93.0私家车930,http://ls.qingting.fm/live/1756.m3u8
ABC9CincinnatiOH(WCPO),https://apollo.production-public.tubi.io/live/ac-wcpo.m3u8
MDIImaster,https://mastershowtv.videovox.pw/master6123/master6123/playlist.m3u8
DJKingdomSH,https://www.goodiptv.club/douyu/11001270
Vevo2K,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5fd7bca3e0a4ee0007a38e8c/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2cc208-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=9c78a281-5d61-4850-8b62-74632f015343
混剪3D,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4358d0&tk=6949f8ce7202
SportsGrid,https://sportsgrid-tribal.amagi.tv/playlist.m3u8
CBSNewsMiami,https://cbsn-mia.cbsnstream.cbsnews.com/out/v1/ac174b7938264d24ae27e56f6584bca0/master.m3u8
策划-赵本山宋丹丹,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=c41f31&tk=6949f8ce7202
落跑兄弟-崔志佳潘斌龙,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4149c3&tk=6949f8ce7202
八两银子之送画-许君聪,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7add46&tk=6949f8ce7202
BetterLifeNatureChannel,https://tgn.bozztv.com/betterlife/betternature/betternature/index.m3u8
爱在路上-贾冰,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=f9d994&tk=6949f8ce7202
聪明的小明-贾旭明张康,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7d3d3d&tk=6949f8ce7202
西游记I第五集,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=28b62d&tk=6949f8ce7202
头号玩家,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=06d9b8&tk=6949f8ce7202
澳门有线互动新闻,http://202.175.127.77/live/show/ch2/index.m3u8
AccessSacramentoChannel18,https://reflect-access-sacramento.cablecast.tv/live-8/live/live.m3u8
亚洲经典音乐,http://live.xmcdn.com:80/live/1005/64.m3u8
PTLTelevisionNetwork,https://storage.sardius.media/archives/-KyMV-J0vDqnClcSXs8p/events/site_1a4721d3BA/playlist.m3u8
外面的世界-乔杉修睿,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=63b176&tk=6949f8ce7202
八十一难七十二变,https://vd2.bdstatic.com/mda-pfrancx96tspd66k/hd/cae_h264/1687765270753135890/mda-pfrancx96tspd66k.mp4
LovelandTV(LovelandCO),https://reflect-cityofloveland-co.cablecast.tv/live-3/live/live.m3u8
好尴尬之吸血鬼日记-潘斌龙,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2e4fd5&tk=6949f8ce7202
HaddamKillingworthHighSchoolTV(HKTV)[Geo-blocked],https://reflect-hktv.cablecast.tv/live-3/live/live.m3u8
总监驾到红高粱-贾玲,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=183996&tk=6949f8ce7202
甲方乙方-贾冰,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d2b292&tk=6949f8ce7202
一年又一年-贾玲张小斐,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9be733&tk=6949f8ce7202
耙耳朵新篇-张德高,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=df1565&tk=6949f8ce7202
占位子-沈腾,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=21c54d&tk=6949f8ce7202
依婷爱拼才会赢,http://vd3.bdstatic.com/mda-jfreugw1pcza8xr1/mda-jfreugw1pcza8xr1.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
山东教育卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9203&tk=f6cc1e0a0e1a
小九老乐-赵本山,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=afe4bc&tk=6949f8ce7202
仙武帝尊(78集),http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=67dcde&tk=6949f8ce7202
MovieSphere,https://moviesphereuk-samsunguk.amagi.tv/playlist.m3u8
WMOR-TVNewsLakelandFL,https://apollo.production-public.tubi.io/live/ac-wmor.m3u8
CGTNالعربية,https://news.cgtn.com/resource/live/arabic/cgtn-a.m3u8
老友记-寇振海,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=aff79a&tk=6949f8ce7202
好久不见-刘亮白鸽,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=06fb1a&tk=6949f8ce7202
Radiom2oTv,https://4c4b867c89244861ac216426883d1ad0.msvdn.net/live/S62628868/uhdWBlkC1AoO/playlist.m3u8
无线华丽,https://pixman.mytvsuper.com.mp/Smart.php?id=Wlt
牛群冯巩两个弄潮儿,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9f3f55&tk=6949f8ce7202
疯狂旅游团-程野,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9e08c1&tk=6949f8ce7202
WLSABC7News(ChicagoIL),https://content.uplynk.com/channel/ext/aac37e2c66614e699fb189ab391084ff/wls_24x7_news.m3u8
浙江｜龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed
FOXNewsNow,https://fox-foxnewsnow-samsungus.amagi.tv/playlist.m3u8
无尽轮回游戏(90集),http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=95549a&tk=6949f8ce7202
3D2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=a31c38&tk=6949f8ce7202
最强天团之检查团-张泰维,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1280f2&tk=6949f8ce7202
好尴尬-潘斌龙,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=17cc71&tk=6949f8ce7202
TheLibraryChannelTV18(360p),https://reflect-memphis.cablecast.tv/live-2/live/live.m3u8
北京房山经典音乐FM96.90*0][0*0],http://live.xmcdn.com/live/963/64.m3u8
西游记I第十集,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=468add&tk=6949f8ce7202
今儿倍儿爽-冯巩贾旭明,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=188530&tk=6949f8ce7202
CGNTVChinese,https://d3e05csss9c272.cloudfront.net/out/v1/f0bf71c57581470fb9379f603e8f5d83/CGNWebLiveCN.m3u8
双面狂少(83集),http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=f053dc&tk=6949f8ce7202
TheWordNetwork,https://clouditize.piksel.tech/hls/live/2043070/ClouditizeStream1/playlist.m3u8
落跑姐妹之逃婚-贾玲,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=74b20b&tk=6949f8ce7202
逆命神医(96集),http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2aba84&tk=6949f8ce7202
酸辣婚礼-冯巩,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=b8db0f&tk=6949f8ce7202
西游记I第二十五集,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=244810&tk=6949f8ce7202
公交车上-刘小光田娃,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=90554c&tk=6949f8ce7202
RTPAçores,https://streaming-live.rtp.pt/liverepeater/smil:rtpacoresHD.smil/playlist.m3u8
新鹊桥会-宋小宝,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4cd719&tk=6949f8ce7202
贾总的烦恼-贾冰,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=bc1c06&tk=6949f8ce7202
TVBS欢乐台(VPN),http://125.227.210.55:8187/VideoInput/play.ts
NBC6NewOrleansLA(WDSU),https://apollo.production-public.tubi.io/live/ac-wdsu.m3u8
BlackNewsChannel,https://blacknewschannel-vizio.amagi.tv/playlist.m3u8
ComedyDynamics,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01201-cinedigmenterta-comedydynamics-cineverse/playlist.m3u8
庄少得罪妻难逃,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=290a96&tk=6949f8ce7202
浙江｜普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed
AA,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=e52f79&tk=6949f8ce7202
FOX6MilwaukeeWI(WITI),https://apollo.production-public.tubi.io/live/ac-witi.m3u8
捐助,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2e987f&tk=6949f8ce7202
无线华丽,https://pixman.mytvsuper.com.mp/Smart.php?id=Tvbjade
TVB无线新闻台,https://345iptv.com/?act=play&token=8cb8ac6c145287e2ee088d20822560ab&tid=gt&id=6&p=0###WEB\\n
电视购物浙江,http://60.184.45.124:8888/rtp/233.50.201.248:5140
民间艺术团-宋小宝,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=66ca0d&tk=6949f8ce7202
木叶上忍的究极对决,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6e5511&tk=6949f8ce7202
总裁夫人竟是全能大佬,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3fd947&tk=6949f8ce7202
女老板的反击(100集),http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=408409&tk=6949f8ce7202
ReutersTV,https://amg00453-reuters-amg00453c1-xumo-us-2073.playouts.now.amagi.tv/reuters-reuters-hls/playlist480P.m3u8
BloombergTVUS,https://bloomberg-bloomberg-3-br.samsung.wurl.tv/manifest/playlist.m3u8
1985年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
互联网体检-蒋诗萌,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2b9800&tk=6949f8ce7202
劫法场-沙溢,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0129df&tk=6949f8ce7202
3ABNLatino,https://3abn.bozztv.com/3abn2/Lat_live/smil:Lat_live.smil/playlist.m3u8
平民英雄-乔杉修睿,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2da4ec&tk=6949f8ce7202
ABC2BaltimoreMD(WMAR),https://apollo.production-public.tubi.io/live/ac-wmar.m3u8
八两银子之送宝剑-许君聪,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=de6a00&tk=6949f8ce7202
CNAInsider,https://live.iill.top/youtube/fSUMKrxPEd8
CBS3OmahaNE(KMTV-TV),https://content.uplynk.com/channel/328d1434fb51476cb6567c74d5b2cc70.m3u8
假戏真做-宋小宝沈梦辰,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4e85cd&tk=6949f8ce7202
九境霸主(113集),http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=ff4910&tk=6949f8ce7202
最佳酒友,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=de3d81&tk=6949f8ce7202
她俩和他俩,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=b46df3&tk=6949f8ce7202
广西北部湾之声(广西对外广播),http://live.xmcdn.com/live/303/64.m3u8
铡美案-宋小宝文松,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=ce8cc4&tk=6949f8ce7202
花都开了你来不来DJ,https://vd3.bdstatic.com/mda-mdee523swbezmsin/480p/h264/1618480997/mda-mdee523swbezmsin.mp4
同桌的你,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8eb22b&tk=6949f8ce7202
秦皇岛音乐健康广播,http://live.xmcdn.com/live/522/64.m3u8
狭路相逢-宋晓峰,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=324ba6&tk=6949f8ce7202
绍兴嵊州综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
浙江｜萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
WXIA-DT1,https://livevideo01.11alive.com/hls/live/2015499/elvs/live.m3u8
QelloConcertsbyStingray,https://lotus.stingray.com/manifest/qello-qello001-montreal/samsungtvplus/f3b3b889-e519-3156-810f-18850e58a304/5711200/manifest.m3u8
无线翡翠频标,http://php.jdshipin.com/PLTV/iptv.php?id=fct
Radio3MInBlu,https://stream.mariatvcdn.com/telemistrettaradio/900bfcc0f9012ea272584fd5ff5281b8.sdp/playlist.m3u8
美女总裁回乡过年(97集),http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d12377&tk=6949f8ce7202
金华新闻浙江,http://60.184.45.124:8888/rtp/233.50.201.161:5140
黄师傅-沙溢,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0cca65&tk=6949f8ce7202
TeleBoston,https://tv2.fastcast4u.com:3238/live/radiotelebostonlive.m3u8
TotallyTurtles,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5d0c16d686454ead733d08f8/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2c73e9-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=3441abd1-12dc-4351-b79d-3b4eb58dc339
安徽卫视浙江,http://60.184.45.124:8888/rtp/233.50.201.113:5140
魂斗罗-陈赫,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=f33461&tk=6949f8ce7202
欧突欧奇遇-高晓攀,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=89de25&tk=6949f8ce7202
荆轲刺秦-黄宏沙溢邵峰,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3df410&tk=6949f8ce7202
贵州卫视浙江,http://60.184.45.124:8888/rtp/233.50.201.142:5140
终结者,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=da97f8&tk=6949f8ce7202
春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
山鹰组合-七月火把节(演唱会),http://em.21dtv.com/songs/60067315.mkv
长津湖,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=e25b56&tk=6949f8ce7202
ABC40/29FortSmithAR(KHBS),https://apollo.production-public.tubi.io/live/ac-khbs.m3u8
炫神,https://live.iill.top/bilibili/84074
时装艺术表演³,https://live.iill.top/youtube/@SPLASHme
陈真粤语版01,https://vip.lz-cdn8.com/20220726/19854_769355c9/index.m3u8
CGT阿语,http://113.109.250.108:9999/udp/239.253.43.200:5146
山西卫视浙江,http://60.184.45.124:8888/rtp/233.50.201.51:5140
ChampaignGovernmentTelevision(CGTV)(ChampaignIL),https://reflect-champaign.cablecast.tv/live-6/live/live.m3u8
来了老妹儿-宋晓峰,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=c26f57&tk=6949f8ce7202
历少强势锁婚(100集),http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=ade1ce&tk=6949f8ce7202
ABC25WestPalmBeachFL(WPBF),https://apollo.production-public.tubi.io/live/ac-wpbf.m3u8
辽宁-盘锦综合广播,http://live.xmcdn.com/live/348/64.m3u8
广西音乐广播,http://live.xmcdn.com/live/301/64.m3u8
AlJazeeraBalkans,https://live-hls-web-ajb.getaj.net/AJB/index.m3u8
3D0,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=f98d6d&tk=6949f8ce7202
云浮文旅,http://113.109.250.108:9999/udp/239.253.43.194:5146
星球大战9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=67b07f&tk=6949f8ce7202
乡村720元大牛头,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=c63af6&tk=6949f8ce7202
听风-宋小宝蒋欣,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=993530&tk=6949f8ce7202
最强天团之四大才子-张泰维,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d936f9&tk=6949f8ce7202
昨天今天明天,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=a2026e&tk=6949f8ce7202
CCTV4K4K,http://113.109.250.108:9999/udp/239.77.0.194:5146
浙江｜开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed
MV,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8d6945&tk=6949f8ce7202
大橘,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=fc5c82&tk=6949f8ce7202
经济科教,http://113.109.250.108:9999/udp/239.77.0.167:5146
HZTV-1,http://113.109.250.108:9999/udp/239.77.1.154:5146
CGTN,http://113.109.250.108:9999/udp/239.77.0.45:5146
冯巩郭冬临狗不理包子,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=95cc49&tk=6949f8ce7202
阳仔演笑会3-小沈阳,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=080427&tk=6949f8ce7202
Dreamcatcher,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0d512d&tk=6949f8ce7202
CCTV阿拉伯语,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7813&tk=e503191f8e20
投其所好-沈腾马丽,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5fad03&tk=6949f8ce7202
湖北-十堰旅游生活广播,http://live.xmcdn.com/live/2682/64.m3u8
CT-NLiveStream2(360p)[Not24/7],http://video.ct-n.com/live/web2stream/playlist.m3u8
揭阳综合,http://113.109.250.108:9999/udp/239.77.0.157:5146
疯狂粉丝团-程野,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=99c363&tk=6949f8ce7202
逆命神医(96集),http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=921012&tk=6949f8ce7202
易容总裁前妻后悔了,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=270d9a&tk=6949f8ce7202
助阵郭麒麟-郭麒麟,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=22b940&tk=6949f8ce7202
西游记I第十七集,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1cf131&tk=6949f8ce7202
碰瓷-宋小宝,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=350c84&tk=6949f8ce7202
FashionTV,https://amg01546-ftv-fashiontv-xiaomi-i9oiw.amagi.tv/playlist/amg01546-ftv-fashiontv-xiaomi/cb553d1c7f6c648a9cd43e63d6ef42a1df246ffc087a8d6933fb4b926bc10f41e2e5af97b20cac7822fb0fd87f0b66413925924d8b2245d8d964a85a243e517e9b99ac7bc0894e50e98d1f5d7fe0214143ea0b15d7230624daba57098068ed345442ed0f230f33d5bb44fe7001cd86028b7a7f8bf9df03404765676ba61ccf9224c3edd42714983dff932372a75e26c7199604e6368ff19702cf69b66cc1168caa34b8f2aeb446b71b4126c24d9bea0f7fe99678b3833797c9936876a87e235f116f01c2f9a363339c4e4f50f9b09ef135bf5bf9802b856f20a840b67bc466c43af14993f347a4a8b5cb0d1677f49f1b7331fab4f1c4ab7c73b16ff0a7a9fa767f92f9660b2da05ad12c2f3787ee8b43f6a53ba2f675cbe5134c52a9bc4c988fbd90e0b69930e70cc4d3f18a33475a23211a9651ad8868c96990389fc71d25535a57effd71c195d24a3f7245e5d1068c0b7a59ba476818d45d9943b3e94b79be6c7b8eb0c18add5701/188/1280x720_2657600/index.m3u8
YouDotGov,https://reflect-communitytv.cablecast.tv/live-3/live/live.m3u8
天才萌宝傲娇妻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=71d20f&tk=6949f8ce7202
辽宁卫视),http://113.109.250.108:9999/udp/239.77.0.161:5146
西游记I第十四集,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3f07bd&tk=6949f8ce7202
HZTV-贰,http://113.109.250.108:9999/udp/239.77.1.233:5146
红高粱,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=c4dc18&tk=6949f8ce7202
X战警：黑凤凰,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=ed613d&tk=6949f8ce7202
NBC5ColoradoSpringsCO(KOAA),https://apollo.production-public.tubi.io/live/ac-koaa.m3u8
TrendTV,http://185.62.75.22:1935/trend/myStream/playlist.m3u8
珠海_壹,http://113.109.250.108:9999/udp/239.77.0.155:5146
返乡-冯巩,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d11567&tk=6949f8ce7202
广视课堂初二,http://113.109.250.108:9999/udp/239.253.43.90:5146
司藤,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=f9dceb&tk=6949f8ce7202
肇庆综合,http://113.109.250.108:9999/udp/239.253.43.3:5146
广东影视频高,http://113.109.250.108:9999/udp/239.77.0.217:5146
偏方-程野,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7f7ed9&tk=6949f8ce7202
我嫁给了未婚夫的叔叔(100集),http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=363fee&tk=6949f8ce7202
广东房产,http://113.109.250.108:9999/udp/239.77.0.14:5146
吃面-宋小宝,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=a58ef8&tk=6949f8ce7202
中山教育,http://113.109.250.108:9999/udp/239.253.43.61:5146
深圳少儿频道,http://113.109.250.108:9999/udp/239.77.1.38:5146
落在生命里的光(100集),http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=acf640&tk=6949f8ce7202
广东综艺4K50p,http://113.109.250.108:9999/udp/239.77.1.236:5146
徐闻综合,http://113.109.250.108:9999/udp/239.253.43.112:5146
中山综合,http://113.109.250.108:9999/udp/239.253.43.59:5146
湛江公共,http://113.109.250.108:9999/udp/239.77.0.121:5146
神思-延安交通音乐广播,http://live.xmcdn.com/live/2698/64.m3u8
叶祖新被套路-叶祖新,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=695d4a&tk=6949f8ce7202
佛山南海,http://113.109.250.108:9999/udp/239.253.43.49:5146
绍兴新闻浙江,http://60.184.45.124:8888/rtp/233.50.201.156:5140
广视课堂小学四,http://113.109.250.108:9999/udp/239.253.43.79:5146
现代教育,http://113.109.250.108:9999/udp/239.77.0.18:5146
深圳体育健康,http://113.109.250.108:9999/udp/239.77.1.8:5146
CGTN,http://113.109.250.108:9999/udp/239.77.1.27:5146
年代新闻,https://pixman.mytvsuper.com.mp/Smart.php?id=niandainews_twn
宁波TV-3浙江,http://60.184.45.124:8888/rtp/233.50.201.179:5140
揭阳生活,http://113.109.250.108:9999/udp/239.77.0.251:5146
佛山南海,http://113.109.250.108:9999/udp/239.77.0.236:5146
DJ《让你做我的眼睛》蓝光1080P,https://txmov2.a.kwimgs.com/upic/2022/02/09/11/BMjAyMjAyMDkxMTQyMjZfNzM5MzQzNzIyXzY3MDg0MDQxNTM0XzJfMw==_b_Bb93df815a35a6539a9b50d46b53d3530.mp4
佛山顺德,http://113.109.250.108:9999/udp/239.253.43.55:5146
CGNT新闻频道,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8
广东少儿,http://113.109.250.108:9999/udp/239.77.0.12:5146
CCTV2测试,http://113.109.250.108:9999/udp/239.77.0.137:5146
江苏江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8
八两银子之送衣服-许君聪,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4da140&tk=6949f8ce7202
深圳体育健康,http://113.109.250.108:9999/udp/239.77.1.140:5146
CBCNews,https://amg00788-cbc-amg00788c4-xumo-us-3045.playouts.now.amagi.tv/master720p.m3u8
WLTX-DT1,https://livevideo01.wltx.com/hls/live/2017152/elvs/live.m3u8
江门教育,http://113.109.250.108:9999/udp/239.77.0.203:5146
深圳宜和购物,http://113.109.250.108:9999/udp/239.77.1.39:5146
广东综艺4k,http://113.109.250.108:9999/udp/239.77.0.245:5146
龙华电影台,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
ManateeSchoolsTelevisionMSTV(ManateeCountyFL),https://reflect-mcsb-vod.cablecast.tv/live-16/live/live.m3u8
黑龙江视,http://113.109.250.108:9999/udp/239.77.1.6:5146
韶关绿色生活,http://113.109.250.108:9999/udp/239.77.0.118:5146
CCTV7测试,http://113.109.250.108:9999/udp/239.77.0.138:5146
东莞新闻综合,http://113.109.250.108:9999/udp/239.253.43.102:5146
清远新闻综合,http://113.109.250.108:9999/udp/239.253.43.31:5146
广西卫视浙江,http://60.184.45.124:8888/rtp/233.50.201.49:5140
肇庆生活服务,http://113.109.250.108:9999/udp/239.253.43.4:5146
韶关新闻综合,http://113.109.250.108:9999/udp/239.77.0.116:5146
